Rank,Director,Eligible,Strength,Expected Wins,Expected Win %,PA,WAR,Scaled WAR,WAR/PA,Scaled WAR/PA,BA,OBP,SLG,OPS,HR,3B,2B,1B,BB,OUTS,Out Rate,BB Rate,HR Rate,XBH,XBH Rate,Best Top 2 Overall Score,Best 2 Film Run Score,Best 2 Film Run Titles,Best 3 Film Run Score,Best 3 Film Run Titles,Best 5 Film Run Score,Best 5 Film Run Titles,Career_Value,Rate_Quality,Peak,Profile
258,Curtis Hanson,True,-0.570498,133.505711,0.379278,14,-65.3,-6.58,-4.66,-0.47,0.25,0.357,0.417,0.774,0,1,0,2,2,9,0.642857,0.142857,0.0,1,0.071429,90.9,78.4,L.A. Confidential → Wonder Boys,74.2,L.A. Confidential → Wonder Boys → 8 Mile,65.0,The Hand That Rocks the Cradle → The River Wild → L.A. Confidential → Wonder Boys → 8 Mile,-1.007057,-0.601642,0.105659,-0.721926
259,Alan J. Pakula,True,-0.573371,133.306426,0.378711,16,-60.7,-6.12,-3.79,-0.38,0.267,0.313,0.4,0.713,0,1,0,3,1,11,0.6875,0.0625,0.0,1,0.0625,89.0,78.7,The Parallax View → All the President's Men,69.2,Love and Pain and the Whole Damn Thing → The Parallax View → All the President's Men,,,-0.981213,-0.538034,0.026365,-0.75545
260,Tony Richardson,True,-0.58941,132.196177,0.375557,15,-46.4,-4.68,-3.09,-0.31,0.273,0.467,0.273,0.739,0,0,0,3,4,8,0.533333,0.266667,0.0,0,0.0,77.8,74.7,A Taste of Honey → The Loneliness of the Long Distance Runner,71.1,The Entertainer → A Taste of Honey → The Loneliness of the Long Distance Runner,62.4,Look Back in Anger → The Entertainer → A Taste of Honey → The Loneliness of the Long Distance Runner → Tom Jones,-0.893299,-0.486856,-0.216144,-0.728352
261,James Wan,True,-0.591727,132.036098,0.375103,11,-31.8,-3.21,-2.89,-0.29,0.3,0.364,0.3,0.664,0,0,0,3,1,7,0.636364,0.090909,0.0,0,0.0,74.7,69.4,The Conjuring → Furious 7,69.2,The Conjuring → Furious 7 → The Conjuring 2,61.4,The Conjuring → Furious 7 → The Conjuring 2 → Aquaman → Malignant,-0.788074,-0.472233,-0.338048,-0.763673
262,Richard Donner,True,-0.629153,129.460798,0.367786,22,-81.9,-8.26,-3.72,-0.38,0.316,0.409,0.316,0.725,0,0,0,6,3,13,0.590909,0.136364,0.0,0,0.0,78.7,76.7,The Goonies → Lethal Weapon,69.9,Ladyhawke → The Goonies → Lethal Weapon,66.3,Ladyhawke → The Goonies → Lethal Weapon → Scrooged → Lethal Weapon 2,-1.0945,-0.532916,-0.111706,-0.698237
263,Rob Marshall,True,-0.669578,126.70222,0.359949,8,-19.4,-1.96,-2.43,-0.24,0.2,0.5,0.2,0.7,0,0,0,1,3,4,0.5,0.375,0.0,0,0.0,78.5,68.7,Chicago → Memoirs of a Geisha,62.7,Annie → Chicago → Memoirs of a Geisha,52.8,Annie → Chicago → Memoirs of a Geisha → Nine → Pirates of the Caribbean: On Stranger Tides,-0.677196,-0.438602,-0.762364,-0.830889
264,Warren Beatty,True,-0.675875,126.274741,0.358735,5,-17.7,-1.78,-3.54,-0.36,0.333,0.6,0.333,0.933,0,0,0,1,2,2,0.4,0.4,0.0,0,0.0,74.2,65.3,Heaven Can Wait → Reds,58.1,Heaven Can Wait → Reds → Dick Tracy,51.5,Heaven Can Wait → Reds → Dick Tracy → Bulworth → Rules Don't Apply,-0.658559,-0.519756,-0.984331,-0.511429
265,Delbert Mann,True,-0.686165,125.577557,0.356754,22,-53.0,-5.34,-2.41,-0.24,0.176,0.364,0.176,0.54,0,0,0,3,5,14,0.636364,0.227273,0.0,0,0.0,79.1,66.7,Separate Tables → Middle of the Night,63.5,Separate Tables → Middle of the Night → The Dark at the Top of the Stairs,63.0,Marty → The Bachelor Party → Desire Under the Elms → Separate Tables → Middle of the Night,-0.935061,-0.43714,-0.397326,-0.98515
266,Bob Rafelson,True,-0.702219,124.493092,0.353674,11,-65.9,-6.64,-5.99,-0.6,0.25,0.455,0.375,0.83,0,0,1,1,3,6,0.545455,0.272727,0.0,1,0.090909,80.9,70.6,Head → Five Easy Pieces,66.3,Head → Five Easy Pieces → The King of Marvin Gardens,61.2,Head → Five Easy Pieces → The King of Marvin Gardens → Stay Hungry → The Postman Always Rings Twice,-1.01036,-0.698881,-0.356715,-0.676057
267,John Boorman,True,-0.705459,124.274718,0.353053,17,-83.6,-8.43,-4.92,-0.5,0.375,0.412,0.375,0.787,0,0,0,6,1,10,0.588235,0.058824,0.0,0,0.0,79.1,71.3,Point Blank → Hell in the Pacific,65.3,Excalibur → The Emerald Forest → Hope and Glory,61.2,Point Blank → Hell in the Pacific → Leo the Last → Deliverance → Zardoz,-1.10283,-0.620651,-0.405468,-0.590399
268,William Dieterle,True,-0.70728,124.152,0.352705,34,-96.4,-9.72,-2.84,-0.29,0.167,0.412,0.208,0.62,0,0,1,3,10,20,0.588235,0.294118,0.0,1,0.029412,80.4,72.7,The Hunchback of Notre Dame → Dr. Ehrlich's Magic Bullet,67.2,The Hunchback of Notre Dame → Dr. Ehrlich's Magic Bullet → A Dispatch from Reuters,64.7,Juarez → The Hunchback of Notre Dame → Dr. Ehrlich's Magic Bullet → A Dispatch from Reuters → The Devil and Daniel Webster,-1.163484,-0.468578,-0.221702,-0.928327
269,Andy Muschietti,True,-0.710738,123.919276,0.352043,4,-8.6,-0.87,-2.15,-0.22,0.25,0.25,0.25,0.5,0,0,0,1,0,3,0.75,0.0,0.0,0,0.0,72.3,61.1,It → It Chapter 2,55.7,Mama → It → It Chapter 2,,,-0.544912,-0.41813,-1.013843,-0.946353
270,Chris Columbus,True,-0.721028,123.227667,0.350079,17,-88.9,-8.96,-5.23,-0.53,0.286,0.412,0.286,0.697,0,0,0,4,3,10,0.588235,0.176471,0.0,0,0.0,76.8,74.7,Harry Potter and the Sorcerer's Stone → Harry Potter and the Chamber of Secrets,68.2,Harry Potter and the Sorcerer's Stone → Harry Potter and the Chamber of Secrets → Rent,63.1,Stepmom → Bicentennial Man → Harry Potter and the Sorcerer's Stone → Harry Potter and the Chamber of Secrets → Rent,-1.128276,-0.643315,-0.286721,-0.750182
271,Mike Newell,True,-0.728144,122.75043,0.348723,22,-96.4,-9.72,-4.38,-0.44,0.25,0.455,0.313,0.767,0,0,1,3,6,12,0.545455,0.272727,0.0,1,0.045455,80.9,70.0,Mona Lisa Smile → Harry Potter and the Goblet of Fire,65.5,Jo → Mona Lisa Smile → Harry Potter and the Goblet of Fire,62.0,Donnie Brasco → Pushing Tin → Jo → Mona Lisa Smile → Harry Potter and the Goblet of Fire,-1.163484,-0.58117,-0.353097,-0.727659
272,F. Gary Gray,True,-0.793427,118.410925,0.336395,11,-87.6,-8.83,-7.96,-0.8,0.333,0.455,0.444,0.899,0,0,1,2,2,6,0.545455,0.181818,0.0,1,0.090909,80.4,72.7,Law Abiding Citizen → Straight Outta Compton,65.5,Friday → Set It Off → The Negotiator,56.1,Friday → Set It Off → The Negotiator → A Man Apart → The Italian Job,-1.122105,-0.842911,-0.552848,-0.539278
273,Zack Snyder,True,-0.793469,118.408172,0.336387,11,-71.6,-7.22,-6.51,-0.66,0.25,0.455,0.25,0.705,0,0,0,2,3,6,0.545455,0.272727,0.0,0,0.0,73.1,67.3,300 → Watchmen,66.5,Dawn of the Dead → 300 → Watchmen,57.4,Dawn of the Dead → 300 → Watchmen → Legend of Guardians: The Owls of Ga'Hoole → Sucker Punch,-1.041555,-0.736899,-0.564357,-0.778442
274,Joe Johnston,True,-0.808927,117.391196,0.333498,11,-68.1,-6.87,-6.19,-0.62,0.143,0.455,0.286,0.74,0,0,1,0,4,6,0.545455,0.363636,0.0,1,0.090909,80.6,70.1,Jumanji → October Sky,60.2,The Pagemaster → Jumanji → October Sky,58.8,"Honey, I Shrunk the Kids → The Rocketeer → The Pagemaster → Jumanji → October Sky",-1.022887,-0.713503,-0.612142,-0.853246
275,John Landis,True,-0.810555,117.284287,0.333194,19,-174.2,-17.56,-9.17,-0.92,0.176,0.263,0.235,0.498,0,0,1,2,2,14,0.736842,0.105263,0.0,1,0.052632,85.7,80.7,The Blues Brothers → An American Werewolf in London,77.5,The Blues Brothers → An American Werewolf in London → Trading Places,68.8,National Lampoon's Animal House → The Blues Brothers → An American Werewolf in London → Trading Places → Twilight Zone: The Movie,-1.467192,-0.931377,0.265427,-1.019551
276,Kenneth Branagh,True,-0.814399,117.032165,0.332478,20,-119.7,-12.07,-5.99,-0.6,0.294,0.4,0.294,0.694,0,0,0,5,3,12,0.6,0.15,0.0,0,0.0,77.5,71.1,In the Bleak Midwinter → Hamlet,63.6,Henry V → Dead Again → Peter's Friends,62.0,Peter's Friends → Much Ado About Nothing → Mary Shelley's Frankenstein → In the Bleak Midwinter → Hamlet,-1.264411,-0.698881,-0.4455,-0.744903
277,Taylor Sheridan,True,-0.828682,116.097512,0.329822,3,-22.9,-2.31,-7.63,-0.77,0.333,0.333,0.667,1.0,0,0,1,0,0,2,0.666667,0.0,0.0,1,0.333333,80.3,62.6,Wind River → Those Who Wish Me Dead,47.4,Vile → Wind River → Those Who Wish Me Dead,,,-0.711132,-0.818784,-1.277346,-0.456551
278,Cecil B. DeMille,True,-0.834755,115.70123,0.328697,30,-88.1,-8.88,-2.94,-0.3,0.087,0.3,0.13,0.43,0,0,1,1,7,21,0.7,0.233333,0.0,1,0.033333,81.8,64.7,The King of Kings → The Godless Girl,61.5,The King of Kings → The Godless Girl → Dynamite,58.1,The King of Kings → The Godless Girl → Dynamite → Madam Satan → The Sign of the Cross,-1.124484,-0.475889,-0.584698,-1.161313
279,Todd Phillips,True,-0.84187,115.237737,0.32738,11,-63.9,-6.44,-5.81,-0.59,0.222,0.364,0.333,0.697,0,0,1,1,2,7,0.636364,0.181818,0.0,1,0.090909,82.7,72.8,War Dogs → Joker,59.0,The Hangover Part III → War Dogs → Joker,52.4,Due Date → The Hangover Part II → The Hangover Part III → War Dogs → Joker,-0.99929,-0.68572,-0.832954,-0.812071
280,Tom Harper,True,-0.899953,111.488004,0.316727,8,-49.5,-4.99,-6.19,-0.62,0.2,0.5,0.2,0.7,0,0,0,1,3,4,0.5,0.375,0.0,0,0.0,76.9,66.4,Wild Rose → The Aeronauts,53.2,War Book → The Woman in Black 2: Angel of Death → Wild Rose,50.5,The Borrowers → War Book → The Woman in Black 2: Angel of Death → Wild Rose → The Aeronauts,-0.913258,-0.713503,-1.125689,-0.830889
281,Justin Lin,True,-0.907121,111.029514,0.315425,11,-73.3,-7.39,-6.66,-0.67,0.125,0.364,0.125,0.489,0,0,0,1,3,7,0.636364,0.272727,0.0,0,0.0,69.1,64.2,Fast Five → Fast & Furious 6,63.9,Fast Five → Fast & Furious 6 → Star Trek Beyond,55.1,Finishing the Game → Fast & Furious → Fast Five → Fast & Furious 6 → Star Trek Beyond,-1.050458,-0.747866,-0.759078,-1.076241
282,Colin Trevorrow,True,-0.909597,110.87138,0.314976,4,-34.8,-3.51,-8.7,-0.88,0.333,0.5,0.333,0.833,0,0,0,1,1,2,0.5,0.25,0.0,0,0.0,67.5,62.4,Safety Not Guranteed → Jurassic World,52.2,Safety Not Guranteed → Jurassic World → The Book of Henry,,,-0.811247,-0.897014,-1.293209,-0.593337
283,Scott Derrickson,True,-0.910115,110.838297,0.314882,9,-73.3,-7.39,-8.14,-0.82,0.143,0.333,0.143,0.476,0,0,0,1,2,6,0.666667,0.222222,0.0,0,0.0,75.8,69.5,Doctor Strange → The Black Phone,63.5,Doctor Strange → The Black Phone → Black Phone 2,55.9,Sinister → Deliver Us from Evil → Doctor Strange → The Black Phone → Black Phone 2,-1.050458,-0.856072,-0.668254,-1.069482
284,Walter Hill,True,-0.91609,110.457232,0.313799,22,-210.6,-21.23,-9.57,-0.97,0.235,0.409,0.235,0.644,0,0,0,4,5,13,0.590909,0.227273,0.0,0,0.0,75.6,72.0,The Driver → The Warriors,69.9,Hard Times → The Driver → The Warriors,66.9,Hard Times → The Driver → The Warriors → The Long Riders → Southern Comfort,-1.585286,-0.960622,-0.127065,-0.842911
285,David Frankel,True,-0.918512,110.30291,0.313361,8,-45.6,-4.6,-5.7,-0.57,0.143,0.25,0.143,0.393,0,0,0,1,1,6,0.75,0.125,0.0,0,0.0,67.9,63.1,The Devil Wears Prada → Marley & Me,56.2,The Devil Wears Prada → Marley & Me → The Big Year,54.2,The Devil Wears Prada → Marley & Me → The Big Year → Hope Springs → One Chance,-0.888042,-0.677678,-1.020747,-1.137466
286,Paul Schrader,True,-0.939126,108.994091,0.309642,25,-241.7,-24.37,-9.67,-0.97,0.182,0.28,0.318,0.598,0,1,1,2,3,18,0.72,0.12,0.0,2,0.08,91.2,74.8,Blue Collar → Hardcore,66.9,Blue Collar → Hardcore → American Gigolo,67.1,Blue Collar → Hardcore → American Gigolo → Cat People → Mishima: A Life in Four Chapters,-1.678426,-0.967933,-0.028987,-0.931841
287,Antoine Fuqua,True,-0.950103,108.300459,0.307672,16,-128.6,-12.97,-8.04,-0.81,0.2,0.25,0.267,0.517,0,0,1,2,1,12,0.75,0.0625,0.0,1,0.0625,84.3,67.6,The Equalizer → Southpaw,62.4,The Equalizer → Southpaw → The Magnificent Seven,55.8,Shooter → Brooklyn's Finest → Olympus Has Fallen → The Equalizer → Southpaw,-1.300421,-0.84876,-0.60652,-0.98078
288,Frank Lloyd,True,-0.952831,108.128412,0.307183,20,-94.2,-9.5,-4.71,-0.47,0.063,0.25,0.063,0.313,0,0,0,1,4,15,0.75,0.2,0.0,0,0.0,79.2,65.6,Hoopla → Mutiny on the Bounty,57.7,Cavalcade → Hoopla → Mutiny on the Bounty,55.8,A Tale of Two Cities → Les Miserables → Oliver Twist → The Sea Hawk → Children of Divorce,-1.153438,-0.605297,-0.797616,-1.280354
289,John Madden,True,-0.960806,107.626305,0.305757,12,-86.2,-8.69,-7.18,-0.72,0.111,0.333,0.111,0.444,0,0,0,1,3,8,0.666667,0.25,0.0,0,0.0,73.3,60.5,Mrs. Brown → Shakespeare in Love,59.7,The Best Exotic Marigold Hotel → The Second Best Exotic Marigold Hotel → Miss Sloane,55.5,The Debt → The Best Exotic Marigold Hotel → The Second Best Exotic Marigold Hotel → Miss Sloane → Operation Mincemeat,-1.11541,-0.785884,-0.817536,-1.126638
290,Matt Shakman,True,-0.970453,107.020529,0.304036,2,-12.2,-1.23,-6.1,-0.62,0.0,0.5,0.0,0.5,0,0,0,0,1,1,0.5,0.5,0.0,0,0.0,62.2,48.9,Cut Bank → The Fantastic 4: First Steps,,,,,-0.594828,-0.706923,-1.510607,-1.188109
291,John G. Avildsen,True,-0.973119,106.853444,0.303561,19,-162.7,-16.4,-8.56,-0.86,0.188,0.316,0.313,0.628,0,1,0,2,3,13,0.684211,0.157895,0.0,1,0.052632,90.0,65.5,W.W. and the Dixie Dancekings → Rocky,61.7,Foreplay → W.W. and the Dixie Dancekings → Rocky,55.5,Save the Tiger → Foreplay → W.W. and the Dixie Dancekings → Rocky → The Formula,-1.427338,-0.886779,-0.571717,-0.901466
292,David Ayer,True,-0.978193,106.535825,0.302659,10,-103.1,-10.4,-10.31,-1.04,0.2,0.2,0.2,0.4,0,0,0,2,0,8,0.8,0.0,0.0,0,0.0,76.9,75.1,End of Watch → Fury,65.9,Street Kings → End of Watch → Fury,55.4,Harsh Times → Street Kings → End of Watch → Fury → Sabotage,-1.193836,-1.014725,-0.604152,-1.076612
293,Bruce Beresford,True,-0.982252,106.282071,0.301938,31,-234.8,-23.67,-7.57,-0.76,0.16,0.323,0.2,0.523,0,0,1,3,6,21,0.677419,0.193548,0.0,1,0.032258,84.3,72.2,Breaker Morant → The Club,65.9,Money Movers → Breaker Morant → The Club,61.7,Money Movers → Breaker Morant → The Club → Puberty Blues → Tender Mercies,-1.658208,-0.814398,-0.313123,-1.014546
294,Ivan Reitman,True,-1.032213,103.185228,0.29314,16,-157.9,-15.92,-9.87,-1.0,0.133,0.188,0.2,0.388,0,0,1,1,1,13,0.8125,0.0625,0.0,1,0.0625,81.3,72.5,Stripes → Ghostbusters,65.5,Meatballs → Stripes → Ghostbusters,56.4,Stripes → Ghostbusters → Legal Eagles → Twins → Ghostbusters II,-1.410436,-0.982555,-0.53279,-1.151231
295,Robert Rodriguez,True,-1.034491,103.045245,0.292742,24,-211.0,-21.27,-8.79,-0.89,0.238,0.333,0.286,0.619,0,0,1,4,3,16,0.666667,0.125,0.0,1,0.041667,83.6,71.1,Grindhouse → Planet Terror,59.8,Sin City → The Adventures of Sharkboy and Lavagirl 3-D → Grindhouse,57.2,El Mariachi → Desperado → Four Rooms → From Dusk Till Dawn → The Faculty,-1.586514,-0.903594,-0.642161,-0.860487
296,M. Night Shyamalan,True,-1.037933,102.833834,0.292142,16,-217.5,-21.93,-13.59,-1.37,0.2,0.25,0.267,0.517,0,0,1,2,1,12,0.75,0.0625,0.0,1,0.0625,84.6,77.0,The Sixth Sense → Unbreakable,71.7,The Sixth Sense → Unbreakable → Signs,60.5,Wide Awake → The Sixth Sense → Unbreakable → Signs → The Village,-1.606617,-1.254532,-0.184636,-0.98078
297,Carlos Saldanha,True,-1.038995,102.768634,0.291956,9,-88.7,-8.94,-9.86,-0.99,0.125,0.222,0.125,0.347,0,0,0,1,1,7,0.777778,0.111111,0.0,0,0.0,71.1,60.5,Ice Age → Robots,57.2,Ice Age → Robots → Ice Age: The Meltdown,56.9,Ice Age → Robots → Ice Age: The Meltdown → Ice Age: Dawn of the Dinosaurs → Rio,-1.127329,-0.981824,-0.867323,-1.19255
298,Richard Lester,True,-1.042606,102.547239,0.291327,21,-171.8,-17.32,-8.18,-0.82,0.118,0.286,0.118,0.403,0,0,0,2,4,15,0.714286,0.190476,0.0,0,0.0,77.8,61.1,The Mouse on the Moon → A Hard Day's Night,62.5,A Hard Day's Night → The Knack... and How to Get It → Help!,57.0,The Mouse on the Moon → A Hard Day's Night → The Knack... and How to Get It → Help! → A Funny Thing Happened on the Way to the Forum,-1.459057,-0.858996,-0.637798,-1.153451
299,Ruben Fleischer,True,-1.055204,101.776726,0.289138,7,-54.1,-5.45,-7.73,-0.78,0.143,0.143,0.143,0.286,0,0,0,1,0,6,0.857143,0.0,0.0,0,0.0,75.5,55.3,Zombieland → 30 Minutes or Less,49.9,Zombieland → 30 Minutes or Less → Gangster Squad,49.0,Zombieland → 30 Minutes or Less → Gangster Squad → Venom → Zombieland: Double Tap,-0.941765,-0.826096,-1.284517,-1.225107
300,Adrian Lyne,True,-1.060771,101.437244,0.288174,9,-89.7,-9.04,-9.97,-1.0,0.125,0.222,0.125,0.347,0,0,0,1,1,7,0.777778,0.111111,0.0,0,0.0,76.0,67.4,Fatal Attraction → Jacob's Ladder,56.6,Fatal Attraction → Jacob's Ladder → Indecent Proposal,53.5,Fatal Attraction → Jacob's Ladder → Indecent Proposal → Lolita → Unfaithful,-1.13205,-0.989867,-0.940719,-1.19255
301,Peyton Reed,True,-1.06835,100.976131,0.286864,9,-86.7,-8.74,-9.63,-0.97,0.125,0.222,0.125,0.347,0,0,0,1,1,7,0.777778,0.111111,0.0,0,0.0,67.3,63.5,Ant-Man → Ant-Man and the Wasp,58.8,Yes Man → Ant-Man → Ant-Man and the Wasp,52.4,Down with Love → The Break-Up → Yes Man → Ant-Man → Ant-Man and the Wasp,-1.117807,-0.965008,-1.012983,-1.19255
302,Mark Mylod,True,-1.073835,100.643127,0.285918,4,-37.8,-3.81,-9.45,-0.95,0.25,0.25,0.25,0.5,0,0,0,1,0,3,0.75,0.0,0.0,0,0.0,68.3,51.0,What's Your Number? → The Menu,46.2,The Big White → What's Your Number? → The Menu,,,-0.833448,-0.951848,-1.58627,-0.946353
303,Dario Argento,True,-1.089948,99.668329,0.283149,21,-271.4,-27.36,-12.92,-1.3,0.167,0.286,0.167,0.452,0,0,0,3,3,15,0.714286,0.142857,0.0,0,0.0,77.8,76.0,Deep Red → Suspiria,68.4,Deep Red → Suspiria → Inferno,65.6,Deep Red → Suspiria → Inferno → Tenebrae → Phenomena,-1.761682,-1.205547,-0.187483,-1.065932
304,Shawn Levy,True,-1.090859,99.613399,0.282993,14,-129.2,-13.03,-9.23,-0.93,0.083,0.214,0.083,0.298,0,0,0,1,2,11,0.785714,0.142857,0.0,0,0.0,70.5,60.9,The Adam Project → Deadpool & Wolverine,61.1,Free Guy → The Adam Project → Deadpool & Wolverine,54.4,Night at the Museum: Secret of the Tomb → This is Where I Leave You → Free Guy → The Adam Project → Deadpool & Wolverine,-1.302777,-0.935764,-0.845701,-1.2733
305,Alan Taylor,True,-1.113589,98.247777,0.279113,5,-40.5,-4.08,-8.1,-0.82,0.0,0.2,0.0,0.2,0,0,0,0,1,4,0.8,0.2,0.0,0,0.0,59.9,57.1,Palookaville → The Emperor's New Clothes,53.4,Palookaville → The Emperor's New Clothes → Thor: Dark World,46.9,Palookaville → The Emperor's New Clothes → Thor: Dark World → Terminator Genisys → The Many Saints of Newark,-0.852694,-0.853147,-1.430912,-1.433832
306,Will Gluck,True,-1.134298,97.012833,0.275605,7,-66.9,-6.75,-9.56,-0.96,0.143,0.143,0.143,0.286,0,0,0,1,0,6,0.857143,0.0,0.0,0,0.0,67.1,59.9,Easy A → Friends with Benefits,50.9,Easy A → Friends with Benefits → Annie,48.2,Easy A → Friends with Benefits → Annie → Peter Rabbit → Peter Rabbit 2: The Runaway,-1.016378,-0.959891,-1.377564,-1.225107
307,Baltasar Kormakur,True,-1.138964,96.735844,0.274818,14,-107.5,-10.84,-7.68,-0.77,0.083,0.214,0.083,0.298,0,0,0,1,2,11,0.785714,0.142857,0.0,0,0.0,76.4,53.4,101 Reykjavik → The Sea,50.2,Everest → The Oath → Adrift,49.2,101 Reykjavik → The Sea → A Little Trip to Heaven → Jar City → White Night Wedding,-1.212949,-0.82244,-1.259236,-1.2733
308,Mary Harron,True,-1.151351,96.002591,0.272735,7,-88.1,-8.88,-12.59,-1.27,0.143,0.143,0.143,0.286,0,0,0,1,0,6,0.857143,0.0,0.0,0,0.0,76.9,65.8,I Shot Andy Warhol → American Psycho,59.4,I Shot Andy Warhol → American Psycho → The Notorious Bettie Page,46.1,I Shot Andy Warhol → American Psycho → The Notorious Bettie Page → The Moth Diaries → Anna Nicole,-1.124484,-1.18142,-1.094519,-1.225107
309,Brett Ratner,True,-1.170102,94.898804,0.269599,21,-184.1,-18.56,-8.77,-0.88,0.105,0.19,0.105,0.296,0,0,0,2,2,17,0.809524,0.095238,0.0,0,0.0,65.8,59.3,Rush Hour → The Family Man,57.5,Rush Hour → The Family Man → Rush Hour 2,55.2,Money Talks → Rush Hour → The Family Man → Rush Hour 2 → Red Dragon,-1.500504,-0.902132,-0.97474,-1.253663
310,Robert Z. Leonard,True,-1.172819,94.739464,0.269146,31,-207.7,-20.94,-6.7,-0.68,0.0,0.194,0.0,0.194,0,0,0,0,6,25,0.806452,0.193548,0.0,0,0.0,63.6,59.8,"Pride and Prejudice → Third Finger, Left Hand",59.0,Maytime → New Moon → Pride and Prejudice,57.0,"Maytime → New Moon → Pride and Prejudice → Third Finger, Left Hand → Ziegfeld Girl",-1.576346,-0.75079,-0.897873,-1.438747
311,John Turteltaub,True,-1.177208,94.482428,0.268416,13,-159.4,-16.07,-12.26,-1.24,0.167,0.231,0.167,0.397,0,0,0,2,1,10,0.769231,0.076923,0.0,0,0.0,67.6,67.3,Cool Runnings → While You Were Sleeping,59.6,Cool Runnings → While You Were Sleeping → Phenomenon,53.1,Cool Runnings → While You Were Sleeping → Phenomenon → Instinct → The Kid,-1.415745,-1.157293,-0.96386,-1.110981
312,Bill Condon,True,-1.179249,94.363013,0.268077,13,-148.6,-14.98,-11.43,-1.15,0.1,0.308,0.1,0.408,0,0,0,1,3,9,0.692308,0.230769,0.0,0,0.0,67.6,62.7,Gods and Monsters → Kinsey,60.8,Gods and Monsters → Kinsey → Dreamgirls,49.9,Murder 101 → Candyman: Farewell to the Flesh → Gods and Monsters → Kinsey → Dreamgirls,-1.37658,-1.09661,-1.035081,-1.166762
313,Joel Schumacher,True,-1.244474,90.593986,0.257369,23,-266.9,-26.91,-11.6,-1.17,0.15,0.261,0.15,0.411,0,0,0,3,3,17,0.73913,0.130435,0.0,0,0.0,71.8,65.7,Falling Down → The Client,57.4,The Lost Boys → Cousins → Flatliners,56.2,The Lost Boys → Cousins → Flatliners → Dying Young → Falling Down,-1.749454,-1.109039,-0.87675,-1.115953
314,Pierre Morel,True,-1.244513,90.591782,0.257363,8,-128.5,-12.96,-16.06,-1.62,0.25,0.25,0.25,0.5,0,0,0,2,0,6,0.75,0.0,0.0,0,0.0,67.9,67.5,District B13 → Taken,57.9,District B13 → Taken → From Paris with Love,46.5,District B13 → Taken → From Paris with Love → The Gunman → Peppermint,-1.300028,-1.435119,-1.225816,-0.946353
315,Michael Anderson,True,-1.246634,90.470742,0.257019,23,-234.7,-23.66,-10.2,-1.03,0.05,0.174,0.05,0.224,0,0,0,1,3,19,0.826087,0.130435,0.0,0,0.0,69.3,60.7,The Dam Busters → 1984,56.5,Chase a Crooked Shadow → Shake Hands with the Devil → The Wreck of the Mary Deare,57.2,The Dam Busters → 1984 → Around the World in 80 Days → Chase a Crooked Shadow → Shake Hands with the Devil,-1.657917,-1.006682,-0.897694,-1.365823
316,Martin Campbell,True,-1.248011,90.392198,0.256796,19,-251.5,-25.36,-13.24,-1.33,0.118,0.211,0.176,0.387,0,0,1,1,2,15,0.789474,0.105263,0.0,1,0.052632,87.7,67.2,Casino Royale → Edge of Darkness,58.8,No Escape → GoldenEye → The Mask of Zorro,52.4,Cast a Deadly Spell → No Escape → GoldenEye → The Mask of Zorro → Vertical Limit,-1.706531,-1.228943,-0.78202,-1.166556
317,Louis Leterrier,True,-1.274288,88.901587,0.252561,9,-97.4,-9.82,-10.82,-1.09,0.0,0.222,0.0,0.222,0,0,0,0,2,7,0.777778,0.222222,0.0,0,0.0,58.1,53.2,Unleashed → The Incredible Hulk,51.3,The Transporter → Transporter 2 → Unleashed,46.9,Transporter 2 → Unleashed → The Incredible Hulk → Clash of the Titans → Now You See Me,-1.168013,-1.052012,-1.510875,-1.415813
318,Michael Bay,True,-1.280097,88.5741,0.251631,15,-179.1,-18.06,-11.94,-1.2,0.077,0.2,0.077,0.277,0,0,0,1,2,12,0.8,0.133333,0.0,0,0.0,68.5,59.5,Bad Boys → The Rock,55.5,Bad Boys → The Rock → Armageddon,50.1,Bad Boys → The Rock → Armageddon → Pearl Harbor → Bad Boys II,-1.483963,-1.133897,-1.168691,-1.296302
319,Wesley Ruggles,True,-1.286283,88.226141,0.250642,14,-127.2,-12.82,-9.09,-0.92,0.0,0.071,0.0,0.071,0,0,0,0,1,13,0.928571,0.071429,0.0,0,0.0,56.4,54.0,I'm No Angel → The Gilded Lily,52.0,No Man of Her Own → I'm No Angel → The Gilded Lily,49.2,I'm No Angel → The Gilded Lily → The Bride Comes Home → I Met Him in Paris → True Confession,-1.294508,-0.925528,-1.434598,-1.539493
320,Len Wiseman,True,-1.291993,87.905666,0.249732,5,-51.9,-5.23,-10.38,-1.05,0.0,0.0,0.0,0.0,0,0,0,0,0,5,1.0,0.0,0.0,0,0.0,52.9,46.9,Underworld → Underworld: Evolution,47.4,Underworld → Underworld: Evolution → Live Free or Die Hard,44.6,Underworld → Underworld: Evolution → Live Free or Die Hard → Total Recall → Ballerina,-0.928288,-1.019842,-1.756067,-1.597648
